s_dis,s_chg,fuel_kg,final_soc
0.1,0.1,27.684039932963252,0.19012841532044655
0.2721518987341772,0.1,27.68095920311227,0.19016793297358
0.40126582278481016,0.1,27.67525933030878,0.1901663584672371
0.4873417721518988,0.1,27.672628593198553,0.19017822815302954
0.5734177215189874,0.1,27.67032031428772,0.19021977288365152
0.31518987341772153,0.1,27.681160245778727,0.19023642972702914
0.6164556962025316,0.1,27.667345332623572,0.19012399437791927
0.2291139240506329,0.1,27.680904121490627,0.1901450038237652
0.1860759493670886,0.1,27.680773473409605,0.19007993564930437
0.44430379746835447,0.1,27.67221383856681,0.1900869612049123
0.35822784810126584,0.1,27.678255564304145,0.19022140431115506
0.6594936708860759,0.1,27.664934384255442,0.1901134884510488
0.14303797468354432,0.1,27.68410590141282,0.1901861508164401
0.5303797468354431,0.1,27.66970408946506,0.19010665495981563
0.7455696202531645,0.1,27.65673419915922,0.1902170091477676
0.7025316455696202,0.1,27.657858309198502,0.1900675081369684
0.7886075949367088,0.1,27.650626937169715,0.19024919036115648
0.8316455696202532,0.1,27.597940962410025,0.19015227294891193
0.8746835443037975,0.1,27.54454487751247,0.1902400301604095
0.9177215189873418,0.1,27.51205710654218,0.1903374791336018
1.0037974683544304,0.1,27.418511708908813,0.19049940852300504
0.9607594936708861,0.1,27.478053421798144,0.19040661660397035
1.0468354430379747,0.1,27.398642073291118,0.19035562172308051
1.089873417721519,0.1,27.396473615146327,0.19048228308927123
1.2620253164556963,0.1,27.35200176534378,0.1905202454659815
1.1329113924050633,0.1,27.393372641824467,0.19050044520689746
1.1759493670886076,0.1,27.387131495972014,0.1905090142922659
1.218987341772152,0.1,27.380533493622952,0.1904589894807734
1.3050632911392406,0.1,27.3355326556897,0.19046288466844033
1.3911392405063292,0.1,27.282264222068243,0.1908021692540959
1.4341772151898735,0.1,27.21804407035599,0.19092306385999494
1.3481012658227849,0.1,27.3008782920024,0.1907447805575903
1.5202531645569621,0.1,27.108394061514378,0.19200650456314158
1.4772151898734178,0.1,27.17500988770326,0.19090703000846287
1.5632911392405064,0.1,26.858967600461202,0.19267890092785808
1.6063291139240508,0.1,26.771445506219056,0.19307393630995195
1.649367088607595,0.1,26.680321449209874,0.1935907310888223
1.6924050632911394,0.1,26.604991805913002,0.1945535699431253
1.7354430379746837,0.1,26.49569398679879,0.1958869823318917
1.8215189873417723,0.1,26.337961573980795,0.19854119327685138
1.778481012658228,0.1,26.41328567892397,0.1970196196332838
1.9506329113924052,0.1,29.536464247722616,0.36985515746546616
1.907594936708861,0.1,27.613350887935646,0.2698655067129608
1.8645569620253166,0.1,26.41744548258068,0.20574113935185223
1.9936708860759496,0.1,30.13849432395433,0.4003433571980954
2.036708860759494,0.1,30.83437305227397,0.43474763706044645
2.1227848101265825,0.1,31.742554806964666,0.4783803026307382
2.079746835443038,0.1,31.40185266596292,0.46224062380333736
2.1658227848101266,0.1,32.5728117831925,0.516755224241932
2.208860759493671,0.1,33.41992790975309,0.555296748107866
2.251898734177215,0.1,34.00620583834563,0.5814091104960916
2.2949367088607597,0.1,34.43483756962882,0.6001292918474048
2.337974683544304,0.1,34.89870998092766,0.6200157894390226
2.3810126582278484,0.1,35.04516935222514,0.6262163601789216
2.4240506329113924,0.1,35.149100351419314,0.6305564037699587
2.467088607594937,0.1,35.26276514993184,0.6353829032388295
2.510126582278481,0.1,35.83595488250749,0.65830843773421
2.639240506329114,0.1,36.46925449439435,0.6832034372025069
2.5531645569620256,0.1,36.12753492617133,0.6698132031227668
2.5962025316455697,0.1,36.282593662976666,0.6759412911027664
2.6822784810126583,0.1,36.55655158196951,0.6868174364289391
2.725316455696203,0.1,36.631433368946325,0.6902454714884872
2.768354430379747,0.1,36.66295828331463,0.6915820861908795
2.8113924050632915,0.1,36.71379843312613,0.6938804416578552
2.8544303797468356,0.1,36.78555272694792,0.697207503270691
2.9835443037974683,0.1,36.7996213920957,0.6978177827625105
2.940506329113924,0.1,36.795027402733005,0.6976170144401125
2.8974683544303796,0.1,36.79073048440538,0.6974303379459902
3.069620253164557,0.1,36.809386006877446,0.6982612921222481
3.026582278481013,0.1,36.80415264751851,0.6980180878634762
3.1556962025316455,0.1,36.819112583608096,0.698689399183228
3.1126582278481014,0.1,36.814095331854126,0.6984692616636716
3.2848101265822787,0.1,36.831172765513266,0.6992341658751099
3.19873417721519,0.1,36.82351419215833,0.6988910643094529
3.241772151898734,0.1,36.827463855607675,0.6990691824542004
3.3278481012658228,0.1,36.83451183324562,0.6993907324398682
3.3708860759493673,0.1,36.83735976799168,0.6995191811336641
3.456962025316456,0.1,36.84359833934927,0.6997992958448962
3.5,0.1,36.84726466631738,0.6999627163942881
3.4139240506329114,0.1,36.84062976964734,0.6996629142531638
0.1,0.14303797468354432,27.684039932963252,0.19012841532044655
0.1860759493670886,0.14303797468354432,27.680773473409605,0.19007993564930437
0.14303797468354432,0.14303797468354432,27.68410590141282,0.1901861508164401
0.2721518987341772,0.14303797468354432,27.68095920311227,0.19016793297358
0.35822784810126584,0.14303797468354432,27.678255564304145,0.19022140431115506
0.2291139240506329,0.14303797468354432,27.680904121490627,0.1901450038237652
0.40126582278481016,0.14303797468354432,27.67525933030878,0.1901663584672371
0.31518987341772153,0.14303797468354432,27.681160245778727,0.19023642972702914
0.4873417721518988,0.14303797468354432,27.672628593198553,0.19017822815302954
0.44430379746835447,0.14303797468354432,27.67221383856681,0.1900869612049123
0.5303797468354431,0.14303797468354432,27.66970408946506,0.19010665495981563
0.5734177215189874,0.14303797468354432,27.67032031428772,0.19021977288365152
0.6164556962025316,0.14303797468354432,27.667345332623572,0.19012399437791927
0.6594936708860759,0.14303797468354432,27.664934384255442,0.1901134884510488
0.7025316455696202,0.14303797468354432,27.657858309198502,0.1900675081369684
0.7455696202531645,0.14303797468354432,27.65673419915922,0.1902170091477676
0.7886075949367088,0.14303797468354432,27.650626937169715,0.19024919036115648
0.8316455696202532,0.14303797468354432,27.597940962410025,0.19015227294891193
0.8746835443037975,0.14303797468354432,27.54454487751247,0.1902400301604095
0.9177215189873418,0.14303797468354432,27.51205710654218,0.1903374791336018
1.0468354430379747,0.14303797468354432,27.398642073291118,0.19035562172308051
0.9607594936708861,0.14303797468354432,27.478053421798144,0.19040661660397035
1.089873417721519,0.14303797468354432,27.396473615146327,0.19048228308927123
1.0037974683544304,0.14303797468354432,27.418511708908813,0.19049940852300504
1.1329113924050633,0.14303797468354432,27.393372641824467,0.19050044520689746
1.1759493670886076,0.14303797468354432,27.387209451768413,0.19051608860956257
1.2620253164556963,0.14303797468354432,27.35211840332074,0.19053108558568177
1.218987341772152,0.14303797468354432,27.380922777624164,0.19049442767816502
1.3050632911392406,0.14303797468354432,27.33557453403448,0.19046662202959147
1.3481012658227849,0.14303797468354432,27.300940484903503,0.19075041500008483
1.4341772151898735,0.14303797468354432,27.21804407035599,0.19092306385999494
1.3911392405063292,0.14303797468354432,27.282264222068243,0.1908021692540959
1.4772151898734178,0.14303797468354432,27.17508900585696,0.1909145680247109
1.5632911392405064,0.14303797468354432,26.85530800754219,0.19249302934991383
1.5202531645569621,0.14303797468354432,27.10842005504764,0.19200875792440253
1.649367088607595,0.14303797468354432,26.680321449209874,0.1935907310888223
1.6063291139240508,0.14303797468354432,26.771445506219056,0.19307393630995195
1.6924050632911394,0.14303797468354432,26.604991805913002,0.1945535699431253
1.7354430379746837,0.14303797468354432,26.495723172037117,0.19588924995708878
1.778481012658228,0.14303797468354432,26.41328567892397,0.1970196196332838
1.8215189873417723,0.14303797468354432,26.338303842876808,0.19856529358746694
1.8645569620253166,0.14303797468354432,26.417846034819288,0.2057665813174825
1.907594936708861,0.14303797468354432,27.61353102864418,0.269878422125107
1.9506329113924052,0.14303797468354432,29.536933035738674,0.36988735014852925
1.9936708860759496,0.14303797468354432,30.138710000870383,0.4003600659679739
2.036708860759494,0.14303797468354432,30.83437305227397,0.43474763706044645
2.079746835443038,0.14303797468354432,31.4021133185139,0.4622572007891305
2.1227848101265825,0.14303797468354432,31.742803054990695,0.4783977863140064
2.1658227848101266,0.14303797468354432,32.57340349246294,0.5167908634103119
2.208860759493671,0.14303797468354432,33.420616630450475,0.5553338754326268
2.251898734177215,0.14303797468354432,34.00704393833146,0.5814547353945209
2.2949367088607597,0.14303797468354432,34.43579156319625,0.6001818497223644
2.337974683544304,0.14303797468354432,34.89928259732312,0.6200471536106428
2.3810126582278484,0.14303797468354432,35.04618103940217,0.6262710026934911
2.467088607594937,0.14303797468354432,35.26492731973501,0.6354976658959136
2.510126582278481,0.14303797468354432,35.838581025354536,0.6584410362761509
2.4240506329113924,0.14303797468354432,35.152373689782436,0.6307308997952172
2.5531645569620256,0.14303797468354432,36.13232617344705,0.6700550700407731
2.5962025316455697,0.14303797468354432,36.28618556143289,0.6761235181993974
2.639240506329114,0.14303797468354432,36.47282213970682,0.6833814066147512
2.768354430379747,0.14303797468354432,36.67330851952856,0.6920727041448419
2.8113924050632915,0.14303797468354432,36.77939369667123,0.6969487247801511
2.725316455696203,0.14303797468354432,36.63678255119197,0.6905070854774148
2.6822784810126583,0.14303797468354432,36.602462285130684,0.6890736199466518
2.8544303797468356,0.14303797468354432,36.78656531301867,0.6972569493146745
2.8974683544303796,0.14303797468354432,36.79169934405669,0.6974768162590854
2.9835443037974683,0.14303797468354432,36.80135687099286,0.6979033988722275
2.940506329113924,0.14303797468354432,36.796685649139846,0.6976945948197283
3.026582278481013,0.14303797468354432,36.80677884352061,0.698151061877295
3.069620253164557,0.14303797468354432,36.811626806227416,0.6983652325354872
3.1126582278481014,0.14303797468354432,36.81648974010345,0.6985809174632504
3.1556962025316455,0.14303797468354432,36.82184817096131,0.698821779597704
3.241772151898734,0.14303797468354432,36.82934465342946,0.699158644892569
3.19873417721519,0.14303797468354432,36.825448449436514,0.6989843449007789
3.2848101265822787,0.14303797468354432,36.833003988377165,0.699326537407838
3.3278481012658228,0.14303797468354432,36.83593475738276,0.6994632383220799
3.4139240506329114,0.14303797468354432,36.84240904984896,0.6997512656643424
3.3708860759493673,0.14303797468354432,36.83887577584567,0.6995946043115834
3.456962025316456,0.14303797468354432,36.84550255051908,0.6998905249024875
3.5,0.14303797468354432,36.84929153898798,0.7000588769657592
0.1,0.1860759493670886,27.684039932963252,0.19012841532044655
0.14303797468354432,0.1860759493670886,27.68410590141282,0.1901861508164401
0.1860759493670886,0.1860759493670886,27.680773473409605,0.19007993564930437
0.2291139240506329,0.1860759493670886,27.680904121490627,0.1901450038237652
0.31518987341772153,0.1860759493670886,27.681160245778727,0.19023642972702914
0.2721518987341772,0.1860759493670886,27.68095920311227,0.19016793297358
0.35822784810126584,0.1860759493670886,27.678255564304145,0.19022140431115506
0.40126582278481016,0.1860759493670886,27.67525933030878,0.1901663584672371
0.44430379746835447,0.1860759493670886,27.67221383856681,0.1900869612049123
0.4873417721518988,0.1860759493670886,27.672628593198553,0.19017822815302954
0.5303797468354431,0.1860759493670886,27.66970408946506,0.19010665495981563
0.5734177215189874,0.1860759493670886,27.67032031428772,0.19021977288365152
0.6164556962025316,0.1860759493670886,27.667345332623572,0.19012399437791927
0.6594936708860759,0.1860759493670886,27.664934384255442,0.1901134884510488
0.7455696202531645,0.1860759493670886,27.65673419915922,0.1902170091477676
0.7025316455696202,0.1860759493670886,27.657858309198502,0.1900675081369684
0.7886075949367088,0.1860759493670886,27.650626937169715,0.19024919036115648
0.8316455696202532,0.1860759493670886,27.597940962410025,0.19015227294891193
0.8746835443037975,0.1860759493670886,27.54454487751247,0.1902400301604095
0.9177215189873418,0.1860759493670886,27.51205710654218,0.1903374791336018
0.9607594936708861,0.1860759493670886,27.478053421798144,0.19040661660397035
1.0037974683544304,0.1860759493670886,27.418511708908813,0.19049940852300504
1.0468354430379747,0.1860759493670886,27.398642073291118,0.19035562172308051
1.089873417721519,0.1860759493670886,27.396473615146327,0.19048228308927123
1.1329113924050633,0.1860759493670886,27.393372641824467,0.19050044520689746
1.1759493670886076,0.1860759493670886,27.387326405946947,0.19052670118059017
1.218987341772152,0.1860759493670886,27.381311965214937,0.19052985917830692
1.2620253164556963,0.1860759493670886,27.350537111429734,0.19054128485331412
1.3050632911392406,0.1860759493670886,27.335635896181806,0.1904721698465939
1.3481012658227849,0.1860759493670886,27.300986882042043,0.19075470951359644
1.3911392405063292,0.1860759493670886,27.282307107494034,0.19080599697401646
1.4341772151898735,0.1860759493670886,27.218125640410474,0.1909304672230488
1.4772151898734178,0.1860759493670886,27.17516577096154,0.19092200813776572
1.5202531645569621,0.1860759493670886,27.1084989187747,0.19201621853182954
1.5632911392405064,0.1860759493670886,26.855388295658564,0.19250054313814793
1.6063291139240508,0.1860759493670886,26.771445506219056,0.19307393630995195
1.649367088607595,0.1860759493670886,26.68041297956766,0.19359846459005958
1.6924050632911394,0.1860759493670886,26.604991805913002,0.1945535699431253
1.7354430379746837,0.1860759493670886,26.495723172037117,0.19588924995708878
1.778481012658228,0.1860759493670886,26.41328567892397,0.1970196196332838
1.8215189873417723,0.1860759493670886,26.337372292474228,0.1985180846326438
1.8645569620253166,0.1860759493670886,26.418111845865678,0.2057870795088109
1.907594936708861,0.1860759493670886,27.613760838584337,0.26989672419156463
1.9506329113924052,0.1860759493670886,29.537292968139134,0.3699127031914898
1.9936708860759496,0.1860759493670886,30.139058480104328,0.4003799280120681
2.036708860759494,0.1860759493670886,30.834880082079653,0.4347785718910179
2.079746835443038,0.1860759493670886,31.40276936468327,0.4622961882618918
2.1227848101265825,0.1860759493670886,31.743071056894973,0.4784169049529537
2.1658227848101266,0.1860759493670886,32.57396267431209,0.5168214840875359
2.208860759493671,0.1860759493670886,33.42128368939116,0.5553713005367251
2.251898734177215,0.1860759493670886,34.007742249109484,0.5814930132932823
2.2949367088607597,0.1860759493670886,34.43643814459884,0.6002181517510086
2.337974683544304,0.1860759493670886,34.90036953619056,0.6201073124704961
2.3810126582278484,0.1860759493670886,35.04757744318762,0.626337655579391
2.4240506329113924,0.1860759493670886,35.15536860918958,0.6308896758560689
